Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class
711909,430337,433279,2,31-Aug-09,1315,Unclassified
711909,430337,433279,2,31-Aug-09,1315,Unclassified
719209,427007,440064,1,31-Aug-09,1700,A
728809,427718,433704,1,31-Aug-09,2050,A
729009,432136,430007,2,31-Aug-09,1430,Motorway
729009,432136,430007,2,31-Aug-09,1430,Motorway
798309,430025,436445,2,31-Aug-09,2200,A
707709,436403,434699,1,1-Sep-09,1200,Unclassified
708009,428929,432428,4,1-Sep-09,810,Unclassified
710009,430860,433344,1,1-Sep-09,1728,A
710209,430780,433470,1,1-Sep-09,1105,A
710509,433600,425845,7,1-Sep-09,813,Motorway
710509,433600,425845,7,1-Sep-09,813,Motorway
710509,433600,425845,7,1-Sep-09,813,Motorway
713609,432677,436909,2,1-Sep-09,1853,Unclassified
713609,432677,436909,2,1-Sep-09,1853,Unclassified
713609,432677,436909,2,1-Sep-09,1853,Unclassified
715509,425749,426342,4,1-Sep-09,1804,Motorway
715509,425749,426342,4,1-Sep-09,1804,Motorway
716509,431720,433955,2,1-Sep-09,1755,Unclassified
717309,431272,428911,2,1-Sep-09,1800,Unclassified
719009,421695,444211,2,1-Sep-09,1756,Unclassified
719009,421695,444211,2,1-Sep-09,1756,Unclassified
740809,432822,438758,2,1-Sep-09,1230,Unclassified
746609,427518,433834,2,1-Sep-09,1650,Unclassified
710909,426586,427687,2,2-Sep-09,1130,Unclassified
710909,426586,427687,2,2-Sep-09,1130,Unclassified
714309,428854,425986,4,2-Sep-09,1640,A
714609,429538,431209,1,2-Sep-09,1350,Unclassified
717109,428867,432487,1,2-Sep-09,1505,A
717509,436148,435264,1,2-Sep-09,1515,A
721209,419910,441060,2,2-Sep-09,1735,A
727009,430893,436415,1,2-Sep-09,1100,Unclassified
754309,434904,429047,2,2-Sep-09,1300,A
758509,429778,433635,2,2-Sep-09,755,Unclassified
717409,425336,435941,2,3-Sep-09,840,B
722509,431858,425432,4,3-Sep-09,810,Motorway
722509,431858,425432,4,3-Sep-09,810,Motorway
722509,431858,425432,4,3-Sep-09,810,Motorway
729109,421549,435959,2,3-Sep-09,1001,A
722009,432208,432990,1,4-Sep-09,1325,Unclassified
722809,428912,435505,2,4-Sep-09,1745,A
723509,429408,433919,2,4-Sep-09,2030,A(M)
728909,431379,435350,2,4-Sep-09,1800,Unclassified
728909,431379,435350,2,4-Sep-09,1800,Unclassified
719409,431019,430757,2,5-Sep-09,20,Unclassified
720209,431906,434835,1,5-Sep-09,1310,Unclassified
720409,437955,432915,1,5-Sep-09,1550,A
720409,437955,432915,1,5-Sep-09,1550,A
721109,423659,434671,2,5-Sep-09,1820,Unclassified
721509,439029,431761,2,5-Sep-09,1510,A
722109,437496,432923,1,5-Sep-09,1000,Unclassified
722209,423666,437572,2,5-Sep-09,555,A
722209,423666,437572,2,5-Sep-09,555,A
722209,423666,437572,2,5-Sep-09,555,A
722209,423666,437572,2,5-Sep-09,555,A
723009,421839,441216,3,5-Sep-09,1245,A
723009,421839,441216,3,5-Sep-09,1245,A
727609,420505,440240,2,6-Sep-09,2025,A
730309,441153,448922,1,6-Sep-09,1230,A(M)
735409,432013,426246,2,6-Sep-09,810,Motorway
721609,430067,425119,2,7-Sep-09,1012,A
721609,430067,425119,2,7-Sep-09,1012,A
723609,428658,434965,2,7-Sep-09,1804,Unclassified
723809,429145,434068,2,7-Sep-09,930,Unclassified
724509,427983,435222,2,7-Sep-09,1750,Unclassified
731509,431102,430276,1,7-Sep-09,1344,Unclassified
732209,430109,433598,1,7-Sep-09,1640,Unclassified
732509,429339,431338,1,7-Sep-09,2225,Unclassified
738409,433108,425914,2,7-Sep-09,1945,Motorway
738409,433108,425914,2,7-Sep-09,1945,Motorway
738409,433108,425914,2,7-Sep-09,1945,Motorway
747409,436034,434795,1,7-Sep-09,1710,Unclassified
732609,436609,435873,2,8-Sep-09,1335,Unclassified
737509,426221,431868,1,8-Sep-09,1640,Unclassified
737909,435549,438366,2,8-Sep-09,1525,Unclassified
738509,440854,432895,1,8-Sep-09,1332,Unclassified
738709,430066,434182,1,8-Sep-09,1615,A
740509,442114,445167,1,8-Sep-09,830,Unclassified
740709,436329,435648,2,8-Sep-09,2115,Unclassified
744509,436147,435291,1,8-Sep-09,920,A
752409,420695,437163,2,8-Sep-09,1730,A
817409,432972,439890,2,8-Sep-09,1725,Unclassified
817409,432972,439890,2,8-Sep-09,1725,Unclassified
731709,418424,442588,4,9-Sep-09,605,Unclassified
734009,429963,430863,1,9-Sep-09,1607,A
735109,427311,433321,2,9-Sep-09,1035,Unclassified
736209,431640,429137,2,9-Sep-09,2120,Unclassified
737409,435229,433649,1,9-Sep-09,1505,Unclassified
737609,437024,429235,2,9-Sep-09,1715,A
738009,431280,433837,2,9-Sep-09,940,Unclassified
738609,434503,435434,3,9-Sep-09,1950,Unclassified
738809,432508,427306,2,9-Sep-09,2250,A
740609,431159,436390,2,9-Sep-09,815,B
740609,431159,436390,2,9-Sep-09,815,B
740909,437862,429858,3,9-Sep-09,1700,A
740909,437862,429858,3,9-Sep-09,1700,A
750709,430448,433717,1,9-Sep-09,1320,Unclassified
772209,444906,444750,2,9-Sep-09,1915,A
735909,434529,436872,1,10-Sep-09,1715,Unclassified
737309,431671,435358,2,10-Sep-09,844,A
738309,426276,442370,2,10-Sep-09,2153,A
741109,429973,445291,2,10-Sep-09,1635,A
741709,427692,436076,1,10-Sep-09,45,B
743109,429139,432052,1,10-Sep-09,2034,Unclassified
743909,428237,436523,2,10-Sep-09,1520,B
743909,428237,436523,2,10-Sep-09,1520,B
747209,426142,437271,2,10-Sep-09,2130,Unclassified
772309,440554,448560,2,10-Sep-09,1215,B
746909,421104,444568,2,11-Sep-09,1240,Unclassified
746909,421104,444568,2,11-Sep-09,1240,Unclassified
747009,431344,434110,2,11-Sep-09,1300,Unclassified
747509,438857,446387,2,11-Sep-09,1448,Unclassified
785209,423254,435774,2,11-Sep-09,1210,A
793409,430365,433721,2,11-Sep-09,1333,Unclassified
744409,441572,430325,2,12-Sep-09,2015,B
744409,441572,430325,2,12-Sep-09,2015,B
744409,441572,430325,2,12-Sep-09,2015,B
745009,423605,437875,1,12-Sep-09,1238,Unclassified
747309,420965,441141,1,12-Sep-09,1430,Unclassified
750009,432274,436260,1,12-Sep-09,1348,Unclassified
761409,427834,435803,2,12-Sep-09,656,Unclassified
781209,427653,436667,2,12-Sep-09,1727,A
750509,442103,434635,2,13-Sep-09,930,A
752509,431233,445743,2,13-Sep-09,1020,A
742109,426949,433434,2,14-Sep-09,1130,Unclassified
747809,431660,428590,3,14-Sep-09,1940,Unclassified
751309,438490,438789,2,14-Sep-09,703,A
760209,423545,442941,2,14-Sep-09,255,Unclassified
764009,431348,435058,2,14-Sep-09,1835,A
752209,435948,425912,2,15-Sep-09,2050,Motorway
753209,431530,432543,2,15-Sep-09,1042,A
757309,442487,427645,2,15-Sep-09,806,Unclassified
757309,442487,427645,2,15-Sep-09,806,Unclassified
759409,432106,436049,2,15-Sep-09,1930,Unclassified
759409,432106,436049,2,15-Sep-09,1930,Unclassified
760409,433855,434061,4,15-Sep-09,1247,A
760809,428684,435375,1,15-Sep-09,1900,Unclassified
761509,425157,441198,2,15-Sep-09,1820,Unclassified
777109,423724,434194,2,15-Sep-09,1140,Unclassified
753009,421551,435965,2,16-Sep-09,819,A
753009,421551,435965,2,16-Sep-09,819,A
753109,431272,434138,1,16-Sep-09,950,Unclassified
757409,429864,433659,2,16-Sep-09,100,Unclassified
759709,426756,427125,2,16-Sep-09,1545,Unclassified
762009,446225,429783,2,16-Sep-09,725,Unclassified
765809,443515,435123,1,16-Sep-09,1933,Motorway
774509,431884,434752,4,16-Sep-09,1315,Unclassified
774509,431884,434752,4,16-Sep-09,1315,Unclassified
762409,431075,433732,3,17-Sep-09,1208,A
765209,431976,435829,2,17-Sep-09,905,A
767109,430642,434705,2,17-Sep-09,1950,A
758309,429923,427733,1,18-Sep-09,1305,Unclassified
763609,433352,432967,1,18-Sep-09,1205,Unclassified
763809,430889,433535,2,18-Sep-09,1450,Unclassified
764109,431661,434093,2,18-Sep-09,935,Unclassified
764109,431661,434093,2,18-Sep-09,935,Unclassified
764309,431189,439313,2,18-Sep-09,1912,A
765509,427505,425509,2,18-Sep-09,1800,A
765509,427505,425509,2,18-Sep-09,1800,A
765909,433135,436121,2,18-Sep-09,2047,A
765909,433135,436121,2,18-Sep-09,2047,A
771309,425334,426579,3,18-Sep-09,1647,Motorway
771309,425334,426579,3,18-Sep-09,1647,Motorway
761709,420457,441582,1,19-Sep-09,1235,Unclassified
768109,423652,437377,1,19-Sep-09,1200,A
768409,433601,434441,2,20-Sep-09,1500,Unclassified
770509,430982,427051,2,20-Sep-09,1940,A
773209,435226,440384,2,20-Sep-09,500,Unclassified
773209,435226,440384,2,20-Sep-09,500,Unclassified
777409,432187,435079,2,20-Sep-09,1730,Unclassified
799009,431116,428652,1,20-Sep-09,2310,Unclassified
816309,428954,433664,2,20-Sep-09,2338,A
765609,433374,425875,2,21-Sep-09,1110,Motorway
768809,431427,434071,3,21-Sep-09,639,Unclassified
770709,436856,428985,2,21-Sep-09,1710,A
774209,429790,438917,1,21-Sep-09,840,A
772509,430554,433696,1,22-Sep-09,1135,Unclassified
776909,431229,430569,4,22-Sep-09,2225,Motorway
776909,431229,430569,4,22-Sep-09,2225,Motorway
776909,431229,430569,4,22-Sep-09,2225,Motorway
776909,431229,430569,4,22-Sep-09,2225,Motorway
782009,429174,438562,2,22-Sep-09,1100,A
782009,429174,438562,2,22-Sep-09,1100,A
787209,435801,436760,1,22-Sep-09,1010,Unclassified
792009,414846,442849,1,22-Sep-09,2317,Unclassified
775409,436337,433955,1,23-Sep-09,1110,Unclassified
776609,430229,433392,1,23-Sep-09,400,Unclassified
779309,432762,434204,2,23-Sep-09,1210,Unclassified
787609,433385,437248,1,23-Sep-09,330,Unclassified
811209,432614,435846,3,23-Sep-09,2150,A
781009,431030,434895,2,24-Sep-09,1335,Unclassified
781009,431030,434895,2,24-Sep-09,1335,Unclassified
781009,431030,434895,2,24-Sep-09,1335,Unclassified
781309,424370,445351,2,24-Sep-09,1824,A
781309,424370,445351,2,24-Sep-09,1824,A
781509,422408,428984,2,24-Sep-09,1635,A
782709,427520,431356,2,24-Sep-09,1503,A
783609,425161,437835,2,24-Sep-09,940,Unclassified
783609,425161,437835,2,24-Sep-09,940,Unclassified
787709,436539,435580,2,24-Sep-09,1700,Unclassified
787709,436539,435580,2,24-Sep-09,1700,Unclassified
800209,429592,433435,1,24-Sep-09,1945,Unclassified
822709,431661,435028,1,24-Sep-09,1755,Unclassified
837709,435897,436416,2,24-Sep-09,1120,A
779109,425134,433917,3,25-Sep-09,1000,Unclassified
779109,425134,433917,3,25-Sep-09,1000,Unclassified
783209,430354,438557,2,25-Sep-09,1715,A
783909,419291,442231,1,25-Sep-09,1830,Unclassified
785509,430393,426353,2,25-Sep-09,1145,Unclassified
785809,430072,433830,2,25-Sep-09,1,Unclassified
792209,430670,433032,1,25-Sep-09,2230,A
806309,430799,433847,2,25-Sep-09,2150,A
806309,430799,433847,2,25-Sep-09,2150,A
818909,419308,441741,2,25-Sep-09,1145,A
784909,440853,445860,1,26-Sep-09,1110,A(M)
787909,429250,438591,2,26-Sep-09,2230,A
788109,432157,436137,2,26-Sep-09,2237,Unclassified
788109,432157,436137,2,26-Sep-09,2237,Unclassified
788109,432157,436137,2,26-Sep-09,2237,Unclassified
788709,435791,435745,1,26-Sep-09,1735,Unclassified
789009,431524,432744,1,26-Sep-09,1745,Unclassified
792409,427470,436001,1,26-Sep-09,2110,Unclassified
793309,427851,434400,1,26-Sep-09,226,A
793509,427177,426451,2,26-Sep-09,1912,A
794309,428557,434855,2,26-Sep-09,1715,Unclassified
794309,428557,434855,2,26-Sep-09,1715,Unclassified
784309,428786,436949,1,27-Sep-09,1822,Unclassified
795409,430320,434118,2,27-Sep-09,2240,Unclassified
795809,430222,433754,1,27-Sep-09,2040,Unclassified
795809,430222,433754,1,27-Sep-09,2040,Unclassified
796809,428110,426282,2,27-Sep-09,1455,A
796809,428110,426282,2,27-Sep-09,1455,A
796809,428110,426282,2,27-Sep-09,1455,A
802309,430597,426445,2,27-Sep-09,950,Unclassified
794809,428905,435508,2,28-Sep-09,1735,A
814209,430087,437375,2,28-Sep-09,1225,A
814209,430087,437375,2,28-Sep-09,1225,A
797609,431884,435156,1,29-Sep-09,1035,Unclassified
797609,431884,435156,1,29-Sep-09,1035,Unclassified
799109,428272,433520,2,29-Sep-09,730,Unclassified
802409,429965,430874,2,29-Sep-09,715,A
803509,445258,427829,1,29-Sep-09,730,Unclassified
822609,430302,435025,2,29-Sep-09,850,Unclassified
822609,430302,435025,2,29-Sep-09,850,Unclassified
840509,430700,434876,2,29-Sep-09,1736,A
802609,424278,428343,2,30-Sep-09,655,A
807909,429608,431846,1,30-Sep-09,1505,Unclassified
808909,420829,439688,2,30-Sep-09,1350,A
808909,420829,439688,2,30-Sep-09,1350,A
812909,432337,436330,1,30-Sep-09,1841,Unclassified
817509,430959,433431,4,30-Sep-09,933,A
826209,444875,436477,1,30-Sep-09,1800,B
845109,428148,435835,2,30-Sep-09,1445,A
800109,429433,433462,2,1-Oct-09,915,Unclassified
802809,434709,428186,2,1-Oct-09,750,A
806109,428799,433315,2,1-Oct-09,855,A
811009,432337,432653,2,1-Oct-09,1827,Unclassified
814309,428050,432043,2,1-Oct-09,1720,A
901909,422225,433765,2,1-Oct-09,1750,B
804209,428110,432803,2,2-Oct-09,1630,B
807309,428878,430013,2,2-Oct-09,1925,Unclassified
812409,440229,432343,2,2-Oct-09,1700,A
813109,427063,437408,3,2-Oct-09,1230,A
813109,427063,437408,3,2-Oct-09,1230,A
813109,427063,437408,3,2-Oct-09,1230,A
813509,431165,439273,2,2-Oct-09,1045,Unclassified
846009,431374,435071,1,2-Oct-09,930,A
806909,428600,431563,2,3-Oct-09,815,Motorway
808409,420648,434347,2,3-Oct-09,1330,A
808409,420648,434347,2,3-Oct-09,1330,A
810209,441193,448825,1,3-Oct-09,630,A(M)
810409,423299,441643,2,3-Oct-09,2205,Unclassified
811309,439477,426194,2,3-Oct-09,1620,A
811309,439477,426194,2,3-Oct-09,1620,A
811309,439477,426194,2,3-Oct-09,1620,A
812709,435023,432532,1,3-Oct-09,2110,Unclassified
813409,426404,433964,2,3-Oct-09,2340,A
814809,423935,433605,2,3-Oct-09,1930,Unclassified
814809,423935,433605,2,3-Oct-09,1930,Unclassified
813909,419725,438727,1,4-Oct-09,815,A
815909,436159,434566,1,4-Oct-09,1434,A
811409,420532,434322,2,5-Oct-09,1910,A
813809,429221,431643,2,5-Oct-09,1715,Unclassified
815309,431015,440302,3,5-Oct-09,1540,A
816409,432514,427314,2,5-Oct-09,1715,A
816509,429654,430709,2,5-Oct-09,930,Unclassified
819209,430278,433737,1,5-Oct-09,1330,Unclassified
819709,431923,428325,2,5-Oct-09,1155,Motorway
819709,431923,428325,2,5-Oct-09,1155,Motorway
820109,421020,434483,2,5-Oct-09,1140,B
828109,427112,436977,3,5-Oct-09,1300,Unclassified
934609,425451,437937,2,5-Oct-09,725,A
934609,425451,437937,2,5-Oct-09,725,A
816609,435796,436343,2,6-Oct-09,630,Unclassified
817009,429147,436207,2,6-Oct-09,1540,Unclassified
817909,436484,435031,2,6-Oct-09,900,Unclassified
825109,436118,435507,1,6-Oct-09,1455,A
876409,439003,446045,2,6-Oct-09,1510,A
815809,430753,438582,1,7-Oct-09,1247,Unclassified
820009,430230,432029,1,7-Oct-09,950,A
822909,431905,435729,2,7-Oct-09,1718,A
824809,430036,438512,2,7-Oct-09,1650,Unclassified
824909,428837,440131,2,7-Oct-09,1910,Unclassified
824909,428837,440131,2,7-Oct-09,1910,Unclassified
824909,428837,440131,2,7-Oct-09,1910,Unclassified
833909,421526,428486,2,7-Oct-09,1150,A
833909,421526,428486,2,7-Oct-09,1150,A
839009,436133,434840,2,7-Oct-09,910,A
840409,432828,433603,3,7-Oct-09,1425,Unclassified
825509,430672,433450,4,8-Oct-09,1430,Unclassified
825509,430672,433450,4,8-Oct-09,1430,Unclassified
828609,424982,427538,2,8-Oct-09,1920,A
833309,432187,429090,2,8-Oct-09,1012,Motorway
833309,432187,429090,2,8-Oct-09,1012,Motorway
833309,432187,429090,2,8-Oct-09,1012,Motorway
835409,429286,433479,2,8-Oct-09,1230,Unclassified
836309,444832,431567,2,8-Oct-09,2017,A
836309,444832,431567,2,8-Oct-09,2017,A
827109,427517,434869,2,9-Oct-09,1655,Unclassified
955509,431826,435622,1,9-Oct-09,945,A
825809,428578,432989,1,10-Oct-09,810,A
833809,430339,433381,1,10-Oct-09,935,Unclassified
834109,434973,436879,1,10-Oct-09,1430,Unclassified
834109,434973,436879,1,10-Oct-09,1430,Unclassified
838709,430704,439227,2,10-Oct-09,845,A
838909,432331,434981,2,10-Oct-09,1355,B
965209,428456,434483,1,10-Oct-09,1630,Unclassified
823909,423786,438053,1,11-Oct-09,1100,Unclassified
836709,435821,435757,2,12-Oct-09,835,Unclassified
837809,428653,437538,2,12-Oct-09,1255,Unclassified
845909,434748,438041,2,12-Oct-09,1111,A
845909,434748,438041,2,12-Oct-09,1111,A
836809,429137,435243,2,13-Oct-09,1820,A
836909,431261,433692,1,13-Oct-09,1630,Unclassified
838209,433155,434031,2,13-Oct-09,1815,A
838309,420340,434268,2,13-Oct-09,1430,A
838409,440059,432533,1,13-Oct-09,1450,B
840009,427984,435223,2,13-Oct-09,1700,Unclassified
840309,426339,431703,2,13-Oct-09,1610,A
840309,426339,431703,2,13-Oct-09,1610,A
842709,420927,434418,2,13-Oct-09,830,A
844509,441659,430764,2,13-Oct-09,1542,Unclassified
845309,434456,433702,2,13-Oct-09,1820,Unclassified
845309,434456,433702,2,13-Oct-09,1820,Unclassified
845309,434456,433702,2,13-Oct-09,1820,Unclassified
845309,434456,433702,2,13-Oct-09,1820,Unclassified
845309,434456,433702,2,13-Oct-09,1820,Unclassified
865609,427393,429667,2,13-Oct-09,715,A
837609,420767,434402,3,14-Oct-09,900,A
843809,442884,431656,3,14-Oct-09,1453,A
843809,442884,431656,3,14-Oct-09,1453,A
854509,430830,439647,2,14-Oct-09,850,A
861309,415867,441870,1,14-Oct-09,2220,Unclassified
861309,415867,441870,1,14-Oct-09,2220,Unclassified
844009,429137,431733,1,15-Oct-09,1235,Unclassified
844109,426911,438080,3,15-Oct-09,725,A
844109,426911,438080,3,15-Oct-09,725,A
844109,426911,438080,3,15-Oct-09,725,A
845409,442198,442885,1,15-Oct-09,630,Unclassified
847809,441633,430767,1,15-Oct-09,1120,Unclassified
848609,431893,430494,2,15-Oct-09,620,A
852309,425098,431061,1,15-Oct-09,1230,A
856909,428236,436524,2,15-Oct-09,1355,B
856909,428236,436524,2,15-Oct-09,1355,B
863309,432393,434895,1,15-Oct-09,745,B
869509,422016,436494,3,15-Oct-09,1000,A
869509,422016,436494,3,15-Oct-09,1000,A
846109,427526,436941,2,16-Oct-09,850,A
848209,429282,433492,2,16-Oct-09,1820,Unclassified
848409,426019,438934,1,16-Oct-09,1535,Unclassified
849809,436657,435952,1,16-Oct-09,2245,Unclassified
850109,440031,439603,2,16-Oct-09,1610,A
850209,427299,434685,2,16-Oct-09,1600,A
850909,431606,435243,2,16-Oct-09,1515,A
854909,430803,433846,2,16-Oct-09,1200,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
859609,441460,439840,4,16-Oct-09,1558,A
860109,436222,434266,2,16-Oct-09,1530,Unclassified
870009,425053,433332,2,16-Oct-09,1715,Unclassified
844609,429899,435449,1,17-Oct-09,2130,Unclassified
849109,435658,437028,4,17-Oct-09,1115,A
855709,430945,433298,2,17-Oct-09,1705,A
885309,430237,432959,2,17-Oct-09,2245,Unclassified
848809,431881,435323,1,18-Oct-09,1835,Unclassified
849209,431023,433513,2,18-Oct-09,1330,A
849309,428594,432781,3,18-Oct-09,1751,A
857209,424904,443281,2,18-Oct-09,1340,Unclassified
859909,431344,433934,2,19-Oct-09,1410,Unclassified
859909,431344,433934,2,19-Oct-09,1410,Unclassified
860409,431571,435177,1,19-Oct-09,1845,Unclassified
863409,430089,431274,2,19-Oct-09,1715,A
874709,431022,433511,2,19-Oct-09,1546,Unclassified
874709,431022,433511,2,19-Oct-09,1546,Unclassified
855209,423771,435633,1,20-Oct-09,1625,A
859809,437754,433053,1,20-Oct-09,2345,A
859809,437754,433053,1,20-Oct-09,2345,A
859809,437754,433053,1,20-Oct-09,2345,A
859809,437754,433053,1,20-Oct-09,2345,A
860009,424256,438995,2,20-Oct-09,725,Unclassified
863109,434711,425874,3,20-Oct-09,857,Motorway
863109,434711,425874,3,20-Oct-09,857,Motorway
863109,434711,425874,3,20-Oct-09,857,Motorway
865209,429404,433791,1,20-Oct-09,2030,A(M)
865309,430735,433449,1,20-Oct-09,1835,Unclassified
878409,431411,430752,2,20-Oct-09,2215,Unclassified
862209,441998,430355,1,21-Oct-09,805,Unclassified
863609,421823,446012,1,21-Oct-09,2200,A
863609,421823,446012,1,21-Oct-09,2200,A
863609,421823,446012,1,21-Oct-09,2200,A
870109,435088,435681,2,21-Oct-09,1820,Unclassified
876709,427151,432531,2,21-Oct-09,915,Unclassified
866809,430293,431180,2,22-Oct-09,1541,Unclassified
873909,435869,425813,2,22-Oct-09,1050,A
873909,435869,425813,2,22-Oct-09,1050,A
873909,435869,425813,2,22-Oct-09,1050,A
875309,435910,425855,2,22-Oct-09,725,Motorway
875309,435910,425855,2,22-Oct-09,725,Motorway
875309,435910,425855,2,22-Oct-09,725,Motorway
875409,430716,436746,2,22-Oct-09,1303,Unclassified
919009,442691,428996,3,22-Oct-09,729,A
919009,442691,428996,3,22-Oct-09,729,A
877209,432591,430577,2,23-Oct-09,915,B
881209,430935,434847,1,23-Oct-09,1200,Unclassified
877009,434413,434383,2,24-Oct-09,1608,A
877009,434413,434383,2,24-Oct-09,1608,A
878309,426136,440434,2,24-Oct-09,1420,Unclassified
873609,424024,437714,2,25-Oct-09,1240,A
875109,419959,441964,1,25-Oct-09,1700,Unclassified
881909,427786,436375,2,25-Oct-09,1505,A
881909,427786,436375,2,25-Oct-09,1505,A
881909,427786,436375,2,25-Oct-09,1505,A
916909,420559,441123,1,25-Oct-09,2020,Unclassified
872109,431542,435162,2,26-Oct-09,725,A
872109,431542,435162,2,26-Oct-09,725,A
872109,431542,435162,2,26-Oct-09,725,A
875709,424580,435149,2,26-Oct-09,1545,A
885109,431978,431223,2,26-Oct-09,615,A
891109,430541,431257,2,26-Oct-09,1705,Motorway
891109,430541,431257,2,26-Oct-09,1705,Motorway
892609,429169,431578,2,26-Oct-09,1830,Unclassified
893309,430028,433372,2,26-Oct-09,45,Unclassified
896209,440438,447805,2,26-Oct-09,1315,A
930209,432058,435964,4,26-Oct-09,1816,Unclassified
930209,432058,435964,4,26-Oct-09,1816,Unclassified
930209,432058,435964,4,26-Oct-09,1816,Unclassified
877309,425212,440811,2,27-Oct-09,815,Unclassified
877309,425212,440811,2,27-Oct-09,815,Unclassified
882909,428870,434835,2,27-Oct-09,2045,Unclassified
903409,440713,428683,2,27-Oct-09,1040,Unclassified
903409,440713,428683,2,27-Oct-09,1040,Unclassified
878809,431968,431242,2,28-Oct-09,830,A
879409,421871,436574,4,28-Oct-09,730,A
879409,421871,436574,4,28-Oct-09,730,A
879409,421871,436574,4,28-Oct-09,730,A
882109,435484,439995,2,28-Oct-09,1200,A
882409,431438,432700,2,28-Oct-09,1140,A
886509,431797,428915,2,28-Oct-09,650,Unclassified
886509,431797,428915,2,28-Oct-09,650,Unclassified
886509,431797,428915,2,28-Oct-09,650,Unclassified
886509,431797,428915,2,28-Oct-09,650,Unclassified
891009,431859,435936,2,28-Oct-09,2042,Unclassified
891009,431859,435936,2,28-Oct-09,2042,Unclassified
891009,431859,435936,2,28-Oct-09,2042,Unclassified
891409,432099,435532,1,28-Oct-09,1700,B
934109,430491,437138,2,28-Oct-09,1200,Unclassified
881709,431678,434506,1,29-Oct-09,1050,Unclassified
883609,426604,436350,2,29-Oct-09,1220,Unclassified
885509,430339,433735,2,29-Oct-09,1345,Unclassified
885509,430339,433735,2,29-Oct-09,1345,Unclassified
885509,430339,433735,2,29-Oct-09,1345,Unclassified
885509,430339,433735,2,29-Oct-09,1345,Unclassified
885509,430339,433735,2,29-Oct-09,1345,Unclassified
885909,429454,434906,2,29-Oct-09,925,A
886209,430222,435117,2,29-Oct-09,28,Unclassified
886209,430222,435117,2,29-Oct-09,28,Unclassified
886209,430222,435117,2,29-Oct-09,28,Unclassified
899409,431880,435414,1,29-Oct-09,1805,Unclassified
1450509,436210,436844,2,29-Oct-09,659,A
885209,424626,434438,2,30-Oct-09,925,Unclassified
885409,429342,433701,1,30-Oct-09,135,A(M)
890809,436984,433588,1,30-Oct-09,1634,A
892509,426258,429413,2,30-Oct-09,1505,Motorway
892509,426258,429413,2,30-Oct-09,1505,Motorway
890009,428433,435000,2,31-Oct-09,30,Unclassified
890309,437310,429480,2,31-Oct-09,1415,A
891509,443630,437799,1,31-Oct-09,805,A(M)
891809,426379,435438,2,31-Oct-09,1650,A
891909,428958,429855,2,31-Oct-09,30,A
893509,432519,434723,2,31-Oct-09,1727,B
893509,432519,434723,2,31-Oct-09,1727,B
893909,432692,433871,2,31-Oct-09,1125,A
894209,435705,435738,1,31-Oct-09,2345,Unclassified
895509,439881,429903,1,31-Oct-09,1745,Unclassified
898609,435790,425978,2,31-Oct-09,1930,Motorway
925709,420403,434120,2,31-Oct-09,20,B
925709,420403,434120,2,31-Oct-09,20,B
892209,430987,432040,2,1-Nov-09,1105,A
908809,425227,439892,1,1-Nov-09,320,Unclassified
936809,429098,434716,2,1-Nov-09,1100,Unclassified
936809,429098,434716,2,1-Nov-09,1100,Unclassified
890909,424731,434895,1,2-Nov-09,1645,A
893209,423013,437678,2,2-Nov-09,1720,A
893209,423013,437678,2,2-Nov-09,1720,A
894809,425975,434138,3,2-Nov-09,1640,A
894909,424266,437307,2,2-Nov-09,1533,Unclassified
896509,432157,436142,2,2-Nov-09,2140,Unclassified
897609,428018,427817,1,2-Nov-09,1155,B
897609,428018,427817,1,2-Nov-09,1155,B
897609,428018,427817,1,2-Nov-09,1155,B
899309,430659,434289,2,2-Nov-09,1352,Unclassified
900509,422596,429150,1,2-Nov-09,940,A
902809,436443,434699,1,2-Nov-09,1200,Unclassified
896809,430988,433130,2,3-Nov-09,955,A
898809,423343,437654,2,3-Nov-09,1710,A
898809,423343,437654,2,3-Nov-09,1710,A
900009,430531,437013,1,3-Nov-09,745,Unclassified
900709,428581,432963,3,3-Nov-09,1215,A
900709,428581,432963,3,3-Nov-09,1215,A
900709,428581,432963,3,3-Nov-09,1215,A
901109,430496,431167,2,3-Nov-09,957,Motorway
901409,428553,427758,1,3-Nov-09,2215,A
901409,428553,427758,1,3-Nov-09,2215,A
901409,428553,427758,1,3-Nov-09,2215,A
901409,428553,427758,1,3-Nov-09,2215,A
901409,428553,427758,1,3-Nov-09,2215,A
902509,438955,426120,2,3-Nov-09,1713,B
904609,429596,432090,4,3-Nov-09,1023,Motorway
904609,429596,432090,4,3-Nov-09,1023,Motorway
904609,429596,432090,4,3-Nov-09,1023,Motorway
904709,424691,427748,1,3-Nov-09,1005,Motorway
917609,427162,432253,2,3-Nov-09,1830,Unclassified
920009,441743,444178,9,3-Nov-09,1650,A(M)
